"fed_2012","licences","ratio","age","sex","federation"
245,4,0.131674237935348,"20_29","h","Fédération Française de la randonnée pédestre"
245,22,0.749982954932842,"30_44","h","Fédération Française de la randonnée pédestre"
245,1,0.138966092273485,"5_9","f","Fédération Française de la randonnée pédestre"
245,80,3.53763155567348,"45_59","h","Fédération Française de la randonnée pédestre"
245,1,0.118063754427391,"0_4","h","Fédération Française de la randonnée pédestre"
245,1,0.144258511252164,"10_14","h","Fédération Française de la randonnée pédestre"
245,2,0.197355437142293,"15_19","h","Fédération Française de la randonnée pédestre"
245,665,4.4286094832179,"all","f","Fédération Française de la randonnée pédestre"
245,2,0.0932357465852408,"15_19","all","Fédération Française de la randonnée pédestre"
245,52,3.40871845296624,"75_99","f","Fédération Française de la randonnée pédestre"
245,308,2.28488341901646,"all","h","Fédération Française de la randonnée pédestre"
245,6,0.0974674702318101,"20_29","all","Fédération Française de la randonnée pédestre"
245,79,3.48816672553868,"75_99","all","Fédération Française de la randonnée pédestre"
245,27,3.65210334099824,"75_99","h","Fédération Française de la randonnée pédestre"
245,194,7.48456790123457,"45_59","f","Fédération Française de la randonnée pédestre"
245,2,0.292525961679099,"10_14","f","Fédération Française de la randonnée pédestre"
245,169,13.7219876583306,"60_74","h","Fédération Française de la randonnée pédestre"
245,274,5.64552684715869,"45_59","all","Fédération Française de la randonnée pédestre"
245,47,0.826475346416262,"30_44","all","Fédération Française de la randonnée pédestre"
245,2,0.249968753905762,"0_4","f","Fédération Française de la randonnée pédestre"
245,555,18.9840944073884,"60_74","all","Fédération Française de la randonnée pédestre"
246,138,9.56738768718802,"5_9","all","Fédération Française de roller skating"
246,81,2.76130087952547,"30_44","h","Fédération Française de roller skating"
246,92,13.2717830351991,"10_14","h","Fédération Française de roller skating"
246,157,11.4032539221383,"10_14","all","Fédération Française de roller skating"
246,78,3.63619411682439,"15_19","all","Fédération Française de roller skating"
246,62,8.61589772095609,"5_9","f","Fédération Française de roller skating"
246,734,2.57580915149197,"all","all","Fédération Française de roller skating"
246,42,1.52538679450861,"30_44","f","Fédération Française de roller skating"
246,33,1.05833680767134,"20_29","f","Fédération Française de roller skating"
246,5,0.590318772136954,"0_4","h","Fédération Française de roller skating"
246,47,2.07835853895817,"45_59","h","Fédération Française de roller skating"
246,34,1.31172839506173,"45_59","f","Fédération Française de roller skating"
246,5,0.303563839475442,"0_4","all","Fédération Française de roller skating"
246,65,9.50709375457072,"10_14","f","Fédération Française de roller skating"
246,76,10.5146651909242,"5_9","h","Fédération Française de roller skating"
246,123,2.1629035661532,"30_44","all","Fédération Française de roller skating"
246,463,3.43474358118384,"all","h","Fédération Française de roller skating"
246,52,5.13124136569963,"15_19","h","Fédération Française de roller skating"
246,10,0.811951932445599,"60_74","h","Fédération Française de roller skating"
246,0,0,"75_99","f","Fédération Française de roller skating"
246,9,0.531914893617021,"60_74","f","Fédération Française de roller skating"
246,99,3.25893738889986,"20_29","h","Fédération Française de roller skating"
246,132,2.14428434509982,"20_29","all","Fédération Française de roller skating"
246,1,0.135263086703639,"75_99","h","Fédération Française de roller skating"
246,19,0.649905934667351,"60_74","all","Fédération Française de roller skating"
246,0,0,"0_4","f","Fédération Française de roller skating"
246,1,0.0441540091840339,"75_99","all","Fédération Française de roller skating"
246,82,1.68953723163143,"45_59","all","Fédération Française de roller skating"
246,25,2.20906600689229,"15_19","f","Fédération Française de roller skating"
246,271,1.80474160895045,"all","f","Fédération Française de roller skating"
